Tri,X,Y,Route,Station,Statut,Zone climatique,Temperature moyenne annuelle (celsius),Region
1,-75.792475,45.56390556,1,1,Active,B,4.73194,Outaouais
2,-75.80053611,45.56716667,1,2,Active,B,4.73194,Outaouais
3,-75.80797778,45.571775,1,3,Active,B,4.73194,Outaouais
4,-75.818275,45.57229722,1,4,Active,B,4.73194,Outaouais
5,-75.82496667,45.57644444,1,5,Active,B,4.73194,Outaouais
6,-75.83427778,45.58020278,1,6,Active,B,4.73194,Outaouais
7,-75.83781111,45.58595278,1,7,Active,B,4.73194,Outaouais
8,-75.84414444,45.59094444,1,8,Active,B,4.73194,Outaouais
9,-75.85183889,45.59351389,1,9,Active,B,4.73194,Outaouais
10,-75.85675556,45.59685556,1,10,Active,B,4.73194,Outaouais
11,-78.66603333,48.43089444,2,1,Active,D,0.78926,Abitibi-Temiscamingue
12,-78.67619444,48.42755,2,2,Active,D,0.78926,Abitibi-Temiscamingue
13,-78.685025,48.42300833,2,3,Active,D,0.78926,Abitibi-Temiscamingue
14,-78.69218889,48.41773333,2,4,Active,D,0.78926,Abitibi-Temiscamingue
15,-78.69806667,48.411625,2,5,Active,D,0.78926,Abitibi-Temiscamingue
16,-78.70609167,48.40653611,2,6,Active,D,0.78926,Abitibi-Temiscamingue
17,-78.71520278,48.40425833,2,7,Active,D,0.78926,Abitibi-Temiscamingue
18,-78.72274167,48.40236667,2,8,Active,D,0.78926,Abitibi-Temiscamingue
19,-78.7228,48.39506389,2,9,Active,D,0.78926,Abitibi-Temiscamingue
20,-78.72285278,48.38805,2,10,Active,D,0.78926,Abitibi-Temiscamingue
21,-73.22514722,45.35201667,4,1,Inactive,A,6.26342,Monteregie
22,-73.22411389,45.35931944,4,2,Inactive,A,6.26342,Monteregie
23,-73.220675,45.36262222,4,3,Inactive,A,6.26342,Monteregie
24,-73.21439444,45.35809167,4,4,Inactive,A,6.26342,Monteregie
25,-73.20739722,45.35292222,4,5,Inactive,A,6.26342,Monteregie
26,-73.19903889,45.35471111,4,6,Inactive,A,6.26342,Monteregie
27,-73.19153611,45.35680833,4,7,Inactive,A,6.26342,Monteregie
28,-73.18446667,45.35184722,4,8,Inactive,A,6.26342,Monteregie
29,-73.17701667,45.34663889,4,9,Inactive,A,6.26342,Monteregie
30,-73.16840556,45.34236667,4,10,Inactive,A,6.26342,Monteregie
31,-73.15517778,45.343575,5,1,Active,A,6.26342,Monteregie
32,-73.14815278,45.34855556,5,2,Active,A,6.26342,Monteregie
33,-73.15404167,45.3539,5,3,Active,A,6.26342,Monteregie
34,-73.15456667,45.35976944,5,4,Active,A,6.26342,Monteregie
35,-73.14764167,45.36532778,5,5,Active,A,6.26342,Monteregie
36,-73.14780278,45.37195,5,6,Active,A,6.26342,Monteregie
37,-73.14940833,45.37681389,5,7,Active,A,6.26342,Monteregie
38,-73.15571944,45.380075,5,8,Active,A,6.26342,Monteregie
39,-73.15991389,45.38796944,5,9,Active,A,6.26342,Monteregie
40,-73.16345,45.39456667,5,10,Active,A,6.26342,Monteregie
41,-71.37708889,46.68680278,6,1,Inactive,B,4.04637,Chaudiere-Appalaches
42,-71.38716944,46.68413056,6,2,Inactive,B,4.04637,Chaudiere-Appalaches
43,-71.39719722,46.68305556,6,3,Inactive,B,4.04637,Chaudiere-Appalaches
44,-71.40523333,46.68335556,6,4,Inactive,B,4.04637,Chaudiere-Appalaches
45,-71.41606389,46.68360278,6,5,Inactive,B,4.04637,Chaudiere-Appalaches
46,-71.42663889,46.68381667,6,6,Inactive,B,4.04637,Chaudiere-Appalaches
47,-71.43636389,46.68311111,6,7,Inactive,B,4.04637,Chaudiere-Appalaches
48,-71.44514167,46.68113889,6,8,Inactive,B,4.04637,Chaudiere-Appalaches
49,-71.45466667,46.67794722,6,9,Inactive,B,4.04637,Chaudiere-Appalaches
50,-71.46419444,46.67484722,6,10,Inactive,B,4.04637,Chaudiere-Appalaches
51,-71.39611111,46.67527778,7,1,Active,B,4.04637,Chaudiere-Appalaches
52,-71.40638889,46.67555556,7,2,Active,B,4.04637,Chaudiere-Appalaches
53,-71.415034,46.672523,7,3,Active,B,4.04637,Chaudiere-Appalaches
54,-71.42555556,46.67138889,7,4,Active,B,4.04637,Chaudiere-Appalaches
55,-71.43472222,46.66777778,7,5,Active,B,4.04637,Chaudiere-Appalaches
56,-71.444291,46.664565,7,6,Active,B,4.04637,Chaudiere-Appalaches
57,-71.4525,46.66055556,7,7,Active,B,4.04637,Chaudiere-Appalaches
58,-71.46055556,46.65694444,7,8,Active,B,4.04637,Chaudiere-Appalaches
59,-71.46916667,46.6525,7,9,Active,B,4.04637,Chaudiere-Appalaches
60,-71.47833333,46.65,7,10,Active,B,4.04637,Chaudiere-Appalaches
61,-72.4802778,48.6225,8,1,Inactive,D,1.68992,Saguenay - Lac-Saint-Jean
62,-72.4738889,48.6166667,8,2,Inactive,D,1.68992,Saguenay - Lac-Saint-Jean
63,-72.46777,48.61111,8,3,Inactive,D,1.68992,Saguenay - Lac-Saint-Jean
64,-72.46111,48.60555,8,4,Inactive,D,1.68992,Saguenay - Lac-Saint-Jean
65,-72.45444,48.59972,8,5,Inactive,D,1.68992,Saguenay - Lac-Saint-Jean
66,-72.44807,48.59416,8,6,Inactive,D,1.68992,Saguenay - Lac-Saint-Jean
67,-72.4415,48.58843,8,7,Inactive,D,1.68992,Saguenay - Lac-Saint-Jean
68,-72.43472,48.5825,8,8,Inactive,D,1.68992,Saguenay - Lac-Saint-Jean
69,-72.42833,48.57694,8,9,Inactive,D,1.68992,Saguenay - Lac-Saint-Jean
70,-72.42166,48.57111,8,10,Inactive,D,1.68992,Saguenay - Lac-Saint-Jean
71,-70.6793505,46.0645644,9,1,Inactive,B,3.73172,Chaudiere-Appalaches
72,-70.68682571,46.05953108,9,2,Inactive,B,3.73172,Chaudiere-Appalaches
73,-70.69412114,46.05458094,9,3,Inactive,B,3.73172,Chaudiere-Appalaches
74,-70.70138889,46.04972222,9,4,Inactive,B,3.73172,Chaudiere-Appalaches
75,-70.70883645,46.04465038,9,5,Inactive,B,3.73172,Chaudiere-Appalaches
76,-70.71662256,46.03939443,9,6,Inactive,B,3.73172,Chaudiere-Appalaches
77,-70.72396574,46.03448665,9,7,Inactive,B,3.73172,Chaudiere-Appalaches
78,-70.73145895,46.0294591,9,8,Inactive,B,3.73172,Chaudiere-Appalaches
79,-70.73830487,46.02484594,9,9,Inactive,B,3.73172,Chaudiere-Appalaches
80,-70.74526559,46.0202216,9,10,Inactive,B,3.73172,Chaudiere-Appalaches
81,-70.74056673,46.19993978,10,1,Fermee,B,3.79778,Chaudiere-Appalaches
82,-70.73071797,46.19835231,10,2,Fermee,B,3.79778,Chaudiere-Appalaches
83,-70.72530391,46.19184602,10,3,Fermee,B,3.79778,Chaudiere-Appalaches
84,-70.7234369,46.18477302,10,4,Fermee,B,3.79778,Chaudiere-Appalaches
85,-70.72094792,46.17809637,10,5,Fermee,B,3.79778,Chaudiere-Appalaches
86,-70.71916667,46.17055556,10,6,Fermee,B,3.79778,Chaudiere-Appalaches
87,-70.71722222,46.16388889,10,7,Fermee,B,3.79778,Chaudiere-Appalaches
88,-70.71464104,46.1569326,10,8,Fermee,B,3.79778,Chaudiere-Appalaches
89,-70.71446563,46.15086906,10,9,Fermee,B,3.79778,Chaudiere-Appalaches
90,-70.71400183,46.14385581,10,10,Fermee,B,3.79778,Chaudiere-Appalaches
91,-72.984415,45.779458,11,1,Inactive,A,5.75426,Monteregie
92,-72.980347,45.785156,11,2,Inactive,A,5.75426,Monteregie
93,-72.974965,45.791333,11,3,Inactive,A,5.75426,Monteregie
94,-72.97055556,45.79694444,11,4,Inactive,A,5.75426,Monteregie
95,-72.96472222,45.80305556,11,5,Inactive,A,5.75426,Monteregie
96,-72.960233,45.809656,11,6,Inactive,A,5.75426,Monteregie
97,-72.955936,45.816039,11,7,Inactive,A,5.75426,Monteregie
98,-72.958905,45.821266,11,8,Inactive,A,5.75426,Monteregie
99,-72.963641,45.825804,11,9,Inactive,A,5.75426,Monteregie
100,-72.966706,45.830716,11,10,Inactive,A,5.75426,Monteregie
101,-72.8725,45.80305556,12,1,Inactive,A,5.60246,Monteregie
102,-72.88111111,45.80611111,12,2,Inactive,A,5.60246,Monteregie
103,-72.88888889,45.80138889,12,3,Inactive,A,5.60246,Monteregie
104,-72.89611111,45.80527778,12,4,Inactive,A,5.60246,Monteregie
105,-72.90444444,45.80972222,12,5,Inactive,A,5.60246,Monteregie
106,-72.91333333,45.81277778,12,6,Inactive,A,5.60246,Monteregie
107,-72.92277778,45.81416667,12,7,Inactive,A,5.60246,Monteregie
108,-72.92944444,45.81861111,12,8,Inactive,A,5.60246,Monteregie
109,-72.93694444,45.82361111,12,9,Inactive,A,5.60246,Monteregie
110,-72.94527778,45.82638889,12,10,Inactive,A,5.60246,Monteregie
111,-73.90277778,45.38888889,14,1,Fermee,A,6.01044,Monteregie
112,-73.91222222,45.38888889,14,2,Fermee,A,6.01044,Monteregie
113,-73.9225,45.38888889,14,3,Fermee,A,6.01044,Monteregie
114,-73.925861,45.382164,14,4,Fermee,A,6.01044,Monteregie
115,-73.92583333,45.37666667,14,5,Fermee,A,6.01044,Monteregie
116,-73.916512,45.373196,14,6,Fermee,A,6.01044,Monteregie
117,-73.90944444,45.36805556,14,7,Fermee,A,6.01044,Monteregie
118,-73.901663,45.364011,14,8,Fermee,A,6.01044,Monteregie
119,-73.89166667,45.36333333,14,9,Fermee,A,6.01044,Monteregie
120,-73.88055556,45.36305556,14,10,Fermee,A,6.01044,Monteregie
121,-72.526834,45.946454,15,1,Inactive,A,5.28108,Centre-du-Quebec
122,-72.536231,45.951513,15,2,Inactive,A,5.28108,Centre-du-Quebec
123,-72.543774,45.955465,15,3,Inactive,A,5.28108,Centre-du-Quebec
124,-72.551053,45.957854,15,4,Inactive,A,5.28108,Centre-du-Quebec
125,-72.552783,45.964237,15,5,Inactive,A,5.28108,Centre-du-Quebec
126,-72.560347,45.967123,15,6,Inactive,A,5.28108,Centre-du-Quebec
127,-72.568058,45.972275,15,7,Inactive,A,5.28108,Centre-du-Quebec
128,-72.576945,45.97589,15,8,Inactive,A,5.28108,Centre-du-Quebec
129,-72.58777778,45.97555556,15,9,Inactive,A,5.28108,Centre-du-Quebec
130,-72.596557,45.977601,15,10,Inactive,A,5.28108,Centre-du-Quebec
131,-64.368579,49.826931,17,1,Inactive,C,2,Côte-Nord
132,-64.37506,49.833461,17,2,Inactive,C,2,Côte-Nord
133,-64.384587,49.835134,17,3,Inactive,C,2,Côte-Nord
134,-64.394363,49.83768,17,4,Inactive,C,2,Côte-Nord
135,-64.405131,49.839749,17,5,Inactive,C,2,Côte-Nord
136,-64.41582,49.842437,17,6,Inactive,C,2,Côte-Nord
137,-64.425094,49.844558,17,7,Inactive,C,2,Côte-Nord
138,-64.43361111,49.85055556,17,8,Inactive,C,2,Côte-Nord
139,-64.44222222,49.85527778,17,9,Inactive,C,2,Côte-Nord
140,-64.44944444,49.85916667,17,10,Inactive,C,2,Côte-Nord
141,-72.48107,46.066725,21,1,Inactive,A,5.10303,Centre-du-Quebec
142,-72.48762,46.061149,21,2,Inactive,A,5.10303,Centre-du-Quebec
143,-72.496262,46.059493,21,3,Inactive,A,5.10303,Centre-du-Quebec
144,-72.498863,46.066355,21,4,Inactive,A,5.10303,Centre-du-Quebec
145,-72.501891,46.072462,21,5,Inactive,A,5.10303,Centre-du-Quebec
146,-72.510665,46.076096,21,6,Inactive,A,5.10303,Centre-du-Quebec
147,-72.514567,46.082509,21,7,Inactive,A,5.10303,Centre-du-Quebec
148,-72.518181,46.088428,21,8,Inactive,A,5.10303,Centre-du-Quebec
149,-72.517818,46.092554,21,9,Inactive,A,5.10303,Centre-du-Quebec
150,-72.510593,46.097512,21,10,Inactive,A,5.10303,Centre-du-Quebec
151,-73.960096,45.387253,23,1,Fermee,A,6.01044,Monteregie
152,-73.952484,45.382782,23,2,Fermee,A,6.01044,Monteregie
153,-73.94428801,45.3788489,23,3,Fermee,A,6.01044,Monteregie
154,-73.93401068,45.37857116,23,4,Fermee,A,6.01044,Monteregie
155,-73.926187,45.373752,23,5,Fermee,A,6.01044,Monteregie
156,-73.922895,45.367599,23,6,Fermee,A,6.01044,Monteregie
157,-73.919817,45.36072,23,7,Fermee,A,6.01044,Monteregie
158,-73.91595545,45.35440487,23,8,Fermee,A,6.01044,Monteregie
159,-73.906466,45.351733,23,9,Fermee,A,6.01044,Monteregie
160,-73.89838,45.352448,23,10,Fermee,A,6.01044,Monteregie
161,-74.037303,45.393017,24,1,Fermee,A,5.72595,Monteregie
162,-74.045764,45.388676,24,2,Fermee,A,5.72595,Monteregie
163,-74.055822,45.389827,24,3,Fermee,A,5.72595,Monteregie
164,-74.066366,45.390177,24,4,Fermee,A,5.72595,Monteregie
165,-74.075868,45.388791,24,5,Fermee,A,5.72595,Monteregie
166,-74.08475,45.385901,24,6,Fermee,A,5.72595,Monteregie
167,-74.093703,45.382328,24,7,Fermee,A,5.72595,Monteregie
168,-74.105087,45.380468,24,8,Fermee,A,5.72595,Monteregie
169,-74.111011,45.38459,24,9,Fermee,A,5.72595,Monteregie
170,-74.117135,45.390528,24,10,Fermee,A,5.72595,Monteregie
171,-70.89743056,46.92700556,25,1,Inactive,B,4.09626,Capitale-Nationale
172,-70.90590278,46.93295833,25,2,Inactive,B,4.09626,Capitale-Nationale
173,-70.913125,46.93803056,25,3,Inactive,B,4.09626,Capitale-Nationale
174,-70.919725,46.94279167,25,4,Inactive,B,4.09626,Capitale-Nationale
175,-70.926966,46.947917,25,5,Inactive,B,4.09626,Capitale-Nationale
176,-70.93557222,46.95355,25,6,Inactive,B,4.09626,Capitale-Nationale
177,-70.94264167,46.9586,25,7,Inactive,B,4.09626,Capitale-Nationale
178,-70.95038333,46.96409444,25,8,Inactive,B,4.09626,Capitale-Nationale
179,-70.95685833,46.96865833,25,9,Inactive,B,4.09626,Capitale-Nationale
180,-70.96429167,46.97154167,25,10,Inactive,B,4.09626,Capitale-Nationale
181,-72.48818936,46.27963432,28,1,Active,B,4.88618,Centre-du-Quebec
182,-72.47928608,46.27751915,28,2,Active,B,4.88618,Centre-du-Quebec
183,-72.47137274,46.28257049,28,3,Active,B,4.88618,Centre-du-Quebec
184,-72.46093504,46.28648466,28,4,Active,B,4.88618,Centre-du-Quebec
185,-72.45225379,46.28875022,28,5,Active,B,4.88618,Centre-du-Quebec
186,-72.4425775,46.29208927,28,6,Active,B,4.88618,Centre-du-Quebec
187,-72.43686123,46.29664544,28,7,Active,B,4.88618,Centre-du-Quebec
188,-72.42955597,46.30188703,28,8,Active,B,4.88618,Centre-du-Quebec
189,-72.42361111,46.30694444,28,9,Active,B,4.88618,Centre-du-Quebec
190,-72.43055556,46.31333333,28,10,Active,B,4.88618,Centre-du-Quebec
191,-72.518156,46.336253,29,1,Inactive,B,4.88618,Centre-du-Quebec
192,-72.512024,46.330439,29,2,Inactive,B,4.88618,Centre-du-Quebec
193,-72.512183,46.323307,29,3,Inactive,B,4.88618,Centre-du-Quebec
194,-72.513233,46.316115,29,4,Inactive,B,4.88618,Centre-du-Quebec
195,-72.51472222,46.30888889,29,5,Inactive,B,4.88618,Centre-du-Quebec
196,-72.51583333,46.30166667,29,6,Inactive,B,4.88618,Centre-du-Quebec
197,-72.51694444,46.29388889,29,7,Inactive,B,4.88618,Centre-du-Quebec
198,-72.51416667,46.28694444,29,8,Inactive,B,4.88618,Centre-du-Quebec
199,-72.50694444,46.28166667,29,9,Inactive,B,4.88618,Centre-du-Quebec
200,-72.49944444,46.27611111,29,10,Inactive,B,4.88618,Centre-du-Quebec
201,-74.33333333,45.25194444,30,1,Inactive,A,5.76976,Monteregie
202,-74.33611111,45.24388889,30,2,Inactive,A,5.76976,Monteregie
203,-74.33888889,45.23694444,30,3,Inactive,A,5.76976,Monteregie
204,-74.3475,45.23416667,30,4,Inactive,A,5.76976,Monteregie
205,-74.3575,45.23527778,30,5,Inactive,A,5.76976,Monteregie
206,-74.36722222,45.23444444,30,6,Inactive,A,5.76976,Monteregie
207,-74.37583333,45.23888889,30,7,Inactive,A,5.76976,Monteregie
208,-74.38472222,45.24361111,30,8,Inactive,A,5.76976,Monteregie
209,-74.39166667,45.24861111,30,9,Inactive,A,5.76976,Monteregie
210,-74.39666667,45.25472222,30,10,Inactive,A,5.76976,Monteregie
211,-73.01694444,45.105,31,1,Active,A,6.28427,Monteregie
212,-73.00888889,45.10194444,31,2,Active,A,6.28427,Monteregie
213,-73.00888889,45.095,31,3,Active,A,6.28427,Monteregie
214,-73.01444444,45.08972222,31,4,Active,A,6.28427,Monteregie
215,-73.02222222,45.08361111,31,5,Active,A,6.28427,Monteregie
216,-73.03194444,45.08361111,31,6,Active,A,6.28427,Monteregie
217,-73.03944444,45.08,31,7,Active,A,6.28427,Monteregie
218,-73.04472222,45.07666667,31,8,Active,A,6.28427,Monteregie
219,-73.04555556,45.06888889,31,9,Active,A,6.28427,Monteregie
220,-73.06166667,45.06166667,31,10,Active,A,6.28427,Monteregie
221,-73.9075,45.47555556,33,1,Fermee,A,6.1587,Montreal
222,-73.91694444,45.47333333,33,2,Fermee,A,6.1587,Montreal
223,-73.92416667,45.47888889,33,3,Fermee,A,6.1587,Montreal
224,-73.93416667,45.485,33,4,Fermee,A,6.1587,Montreal
225,-73.93416667,45.49055556,33,5,Fermee,A,6.1587,Montreal
226,-73.925,45.49444444,33,6,Fermee,A,6.1587,Montreal
227,-73.91777778,45.49916667,33,7,Fermee,A,6.1587,Montreal
228,-73.91055556,45.50333333,33,8,Fermee,A,6.1587,Montreal
229,-73.90277778,45.50666667,33,9,Fermee,A,6.1587,Montreal
230,-73.89638889,45.50138889,33,10,Fermee,A,6.1587,Montreal
231,-71.78111111,46.62805556,35,1,Active,B,4.25319,Chaudiere-Appalaches
232,-71.78944444,46.62277778,35,2,Active,B,4.25319,Chaudiere-Appalaches
233,-71.78472222,46.61722222,35,3,Active,B,4.25319,Chaudiere-Appalaches
234,-71.77972222,46.61194444,35,4,Active,B,4.25319,Chaudiere-Appalaches
235,-71.785,46.60611111,35,5,Active,B,4.25319,Chaudiere-Appalaches
236,-71.79055556,46.6,35,6,Active,B,4.25319,Chaudiere-Appalaches
237,-71.79666667,46.59361111,35,7,Active,B,4.25319,Chaudiere-Appalaches
238,-71.8075,46.59111111,35,8,Active,B,4.25319,Chaudiere-Appalaches
239,-71.81722222,46.58972222,35,9,Active,B,4.25319,Chaudiere-Appalaches
240,-71.82833333,46.58916667,35,10,Active,B,4.25319,Chaudiere-Appalaches
241,-73.47916667,45.38111111,37,1,Fermee,A,6.48265,Monteregie
242,-73.47305556,45.38583333,37,2,Fermee,A,6.48265,Monteregie
243,-73.46583333,45.39138889,37,3,Fermee,A,6.48265,Monteregie
244,-73.46333333,45.39777778,37,4,Fermee,A,6.48265,Monteregie
245,-73.46138889,45.40388889,37,5,Fermee,A,6.48265,Monteregie
246,-73.45333333,45.4,37,6,Fermee,A,6.48265,Monteregie
247,-73.44583333,45.39833333,37,7,Fermee,A,6.48265,Monteregie
248,-73.44527778,45.40444444,37,8,Fermee,A,6.48265,Monteregie
249,-73.44,45.40888889,37,9,Fermee,A,6.48265,Monteregie
250,-73.43055556,45.41277778,37,10,Fermee,A,6.48265,Monteregie
251,-72.22040556,45.35789444,38,1,Active,B,4.87011,Estrie
252,-72.21651389,45.35162222,38,2,Active,B,4.87011,Estrie
253,-72.21570278,45.34459444,38,3,Active,B,4.87011,Estrie
254,-72.21131111,45.33795833,38,4,Active,B,4.87011,Estrie
255,-72.20373611,45.33438056,38,5,Active,B,4.87011,Estrie
256,-72.19650556,45.32929444,38,6,Active,B,4.87011,Estrie
257,-72.19128611,45.323225,38,7,Active,B,4.87011,Estrie
258,-72.19500556,45.32125,38,8,Active,B,4.87011,Estrie
259,-72.20469167,45.32157778,38,9,Active,B,4.87011,Estrie
260,-72.21438889,45.32147222,38,10,Active,B,4.87011,Estrie
261,-71.40055556,46.24111111,39,1,Inactive,B,3.60018,Centre-du-Quebec
262,-71.40777778,46.24,39,2,Inactive,B,3.60018,Centre-du-Quebec
263,-71.41666667,46.24444444,39,3,Inactive,B,3.60018,Centre-du-Quebec
264,-71.42444444,46.245,39,4,Inactive,B,3.60018,Centre-du-Quebec
265,-71.43138889,46.24444444,39,5,Inactive,B,3.60018,Centre-du-Quebec
266,-71.43972222,46.24861111,39,6,Inactive,B,3.60018,Centre-du-Quebec
267,-71.44916667,46.25333333,39,7,Inactive,B,3.60018,Centre-du-Quebec
268,-71.45777778,46.2575,39,8,Inactive,B,3.60018,Centre-du-Quebec
269,-71.46611111,46.26166667,39,9,Inactive,B,3.60018,Centre-du-Quebec
270,-71.475,46.26611111,39,10,Inactive,B,3.60018,Centre-du-Quebec
271,-74.11944444,45.36888889,40,1,Active,A,5.77289,Monteregie
272,-74.12861111,45.365,40,2,Active,A,5.77289,Monteregie
273,-74.13777778,45.36138889,40,3,Active,A,5.77289,Monteregie
274,-74.14694444,45.35777778,40,4,Active,A,5.77289,Monteregie
275,-74.15583333,45.35416667,40,5,Active,A,5.77289,Monteregie
276,-74.165,45.35027778,40,6,Active,A,5.77289,Monteregie
277,-74.17361111,45.34694444,40,7,Active,A,5.77289,Monteregie
278,-74.17944444,45.34305556,40,8,Active,A,5.77289,Monteregie
279,-74.18194444,45.33777778,40,9,Active,A,5.77289,Monteregie
280,-74.18833333,45.335,40,10,Active,A,5.77289,Monteregie
281,-72.430158,46.728937,41,1,Inactive,B,3.62367,Mauricie
282,-72.428328,46.721871,41,2,Inactive,B,3.62367,Mauricie
283,-72.424516,46.71517,41,3,Inactive,B,3.62367,Mauricie
284,-72.421018,46.708489,41,4,Inactive,B,3.62367,Mauricie
285,-72.414859,46.702977,41,5,Inactive,B,3.62367,Mauricie
286,-72.40683,46.698516,41,6,Inactive,B,3.62367,Mauricie
287,-72.400024,46.693092,41,7,Inactive,B,3.62367,Mauricie
288,-72.392281,46.688521,41,8,Inactive,B,3.62367,Mauricie
289,-72.388485,46.682421,41,9,Inactive,B,3.62367,Mauricie
290,-72.387408,46.675397,41,10,Inactive,B,3.62367,Mauricie
291,-73.570556,45.744444,42m,1,Active,A,5.81493,Lanaudiere
292,-73.568611,45.751111,42m,2,Active,A,5.81493,Lanaudiere
293,-73.567222,45.758056,42m,3,Active,A,5.81493,Lanaudiere
294,-73.560278,45.763056,42m,4,Active,A,5.81493,Lanaudiere
295,-73.556667,45.770278,42m,5,Active,A,5.81493,Lanaudiere
296,-73.551389,45.776944,42m,6,Active,A,5.81493,Lanaudiere
297,-73.545278,45.782778,42m,7,Active,A,5.81493,Lanaudiere
298,-73.5426294,45.7894958,42m,8,Active,A,5.81493,Lanaudiere
299,-73.5420555,45.7961272,42m,9,Active,A,5.81493,Lanaudiere
300,-73.5364663,45.8021846,42m,10,Active,A,5.81493,Lanaudiere
301,-78.23972222,48.55805556,43,1,Inactive,D,0.79427,Abitibi-Temiscamingue
302,-78.24222222,48.55166667,43,2,Inactive,D,0.79427,Abitibi-Temiscamingue
303,-78.24222222,48.54444444,43,3,Inactive,D,0.79427,Abitibi-Temiscamingue
304,-78.24222222,48.53666667,43,4,Inactive,D,0.79427,Abitibi-Temiscamingue
305,-78.2425,48.53055556,43,5,Inactive,D,0.79427,Abitibi-Temiscamingue
306,-78.2425,48.52222222,43,6,Inactive,D,0.79427,Abitibi-Temiscamingue
307,-78.24833333,48.51805556,43,7,Inactive,D,0.79427,Abitibi-Temiscamingue
308,-78.25833333,48.51805556,43,8,Inactive,D,0.79427,Abitibi-Temiscamingue
309,-78.31305556,48.51111111,43,9,Inactive,D,0.79427,Abitibi-Temiscamingue
310,-78.31305556,48.50305556,43,10,Inactive,D,0.79427,Abitibi-Temiscamingue
311,-74.16277778,45.21333333,44,1,Inactive,A,6.25426,Monteregie
312,-74.15361111,45.21027778,44,2,Inactive,A,6.25426,Monteregie
313,-74.14694444,45.20611111,44,3,Inactive,A,6.25426,Monteregie
314,-74.14138889,45.20111111,44,4,Inactive,A,6.25426,Monteregie
315,-74.135,45.19583333,44,5,Inactive,A,6.25426,Monteregie
316,-74.12916667,45.19111111,44,6,Inactive,A,6.25426,Monteregie
317,-74.12027778,45.19194444,44,7,Inactive,A,6.25426,Monteregie
318,-74.11027778,45.19333333,44,8,Inactive,A,6.25426,Monteregie
319,-74.1025,45.19527778,44,9,Inactive,A,6.25426,Monteregie
320,-74.09555556,45.19722222,44,10,Inactive,A,6.25426,Monteregie
321,-72.4375,46.74444444,45,1,Inactive,B,3.62367,Mauricie
322,-72.43833333,46.75166667,45,2,Inactive,B,3.62367,Mauricie
323,-72.43555556,46.75861111,45,3,Inactive,B,3.62367,Mauricie
324,-72.43083333,46.76472222,45,4,Inactive,B,3.62367,Mauricie
325,-72.425,46.77055556,45,5,Inactive,B,3.62367,Mauricie
326,-72.41888889,46.77388889,45,6,Inactive,B,3.62367,Mauricie
327,-72.41083333,46.78,45,7,Inactive,B,3.62367,Mauricie
328,-72.41416667,46.78444444,45,8,Inactive,B,3.62367,Mauricie
329,-72.41416667,46.79138889,45,9,Inactive,B,3.62367,Mauricie
330,-72.41388889,46.79888889,45,10,Inactive,B,3.62367,Mauricie
331,-71.48666667,46.94916667,46,1,Active,C,2.48035,Capitale-Nationale
332,-71.48722222,46.95555556,46,2,Active,C,2.48035,Capitale-Nationale
333,-71.48861111,46.9625,46,3,Active,C,2.48035,Capitale-Nationale
334,-71.48805556,46.96944444,46,4,Active,C,2.48035,Capitale-Nationale
335,-71.49027778,46.97611111,46,5,Active,C,2.48035,Capitale-Nationale
336,-71.495,46.9825,46,6,Active,C,2.48035,Capitale-Nationale
337,-71.49527778,46.98944444,46,7,Active,C,2.48035,Capitale-Nationale
338,-71.49305556,46.99555556,46,8,Active,C,2.48035,Capitale-Nationale
339,-71.48638889,47.0025,46,9,Active,C,2.48035,Capitale-Nationale
340,-71.48388889,47.00777778,46,10,Active,C,2.48035,Capitale-Nationale
341,-73.99605916,46.05986713,50,1,Inactive,C,3.32487,Lanaudiere
342,-73.98969502,46.06413339,50,2,Inactive,C,3.32487,Lanaudiere
343,-73.98351831,46.06813285,50,3,Inactive,C,3.32487,Lanaudiere
344,-73.97583333,46.07361111,50,4,Inactive,C,3.32487,Lanaudiere
345,-73.96810752,46.07887254,50,5,Inactive,C,3.32487,Lanaudiere
346,-73.96211692,46.08398314,50,6,Inactive,C,3.32487,Lanaudiere
347,-73.95754352,46.08881076,50,7,Inactive,C,3.32487,Lanaudiere
348,-73.94900124,46.0906787,50,8,Inactive,C,3.32487,Lanaudiere
349,-73.9412091,46.09556635,50,9,Inactive,C,3.32487,Lanaudiere
350,-73.93564618,46.10040072,50,10,Inactive,C,3.32487,Lanaudiere
351,-74.19805556,45.4475,51,1,Active,A,5.77289,Monteregie
352,-74.20194444,45.44,51,2,Active,A,5.77289,Monteregie
353,-74.20527778,45.43388889,51,3,Active,A,5.77289,Monteregie
354,-74.20916667,45.42722222,51,4,Active,A,5.77289,Monteregie
355,-74.21305556,45.42027778,51,5,Active,A,5.77289,Monteregie
356,-74.20944444,45.41638889,51,6,Active,A,5.77289,Monteregie
357,-74.21083333,45.40916667,51,7,Active,A,5.77289,Monteregie
358,-74.21277778,45.40166667,51,8,Active,A,5.77289,Monteregie
359,-74.21444444,45.39444444,51,9,Active,A,5.77289,Monteregie
360,-74.21638889,45.3875,51,10,Active,A,5.77289,Monteregie
361,-76.09861111,45.55944444,52,1,Active,B,4.78372,Outaouais
362,-76.09833333,45.56638889,52,2,Active,B,4.78372,Outaouais
363,-76.09638889,45.57194444,52,3,Active,B,4.78372,Outaouais
364,-76.08972222,45.57694444,52,4,Active,B,4.78372,Outaouais
